created_at,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3,
2020-02-03 20:00:00 UTC,0.00,0.04,0.17,8.00,-48.50,69.50,21.00,0.04
2020-02-03 20:15:00 UTC,0.13,0.65,0.98,5.33,-49.33,70.17,20.33,0.65
2020-02-03 20:30:00 UTC,57.59,167.77,264.84,8.00,-52.71,69.86,20.86,111.69
2020-02-03 20:45:00 UTC,9.28,28.39,42.00,22.00,-52.00,71.71,19.29,24.98
2020-02-03 21:00:00 UTC,0.44,2.65,4.63,37.00,-50.50,72.00,18.62,2.65
2020-02-03 21:15:00 UTC,0.02,0.38,0.87,51.00,-51.67,72.83,18.00,0.38,
2020-02-04 16:30:00 UTC,0.02,0.11,0.40,6.00,-49.00,67.60,20.00,0.11
2020-02-04 16:45:00 UTC,0.03,0.14,0.22,19.00,-49.50,71.50,18.38,0.14
2020-02-04 17:00:00 UTC,0.09,0.47,0.66,34.00,-49.14,74.29,16.71,0.47
2020-02-04 17:15:00 UTC,0.20,0.65,0.86,49.00,-49.25,75.00,15.12,0.65
2020-02-04 17:30:00 UTC,0.41,0.86,1.27,64.00,-52.57,75.00,15.00,0.86
2020-02-04 17:45:00 UTC,0.58,1.06,1.28,79.00,-53.62,75.00,15.00,1.06
2020-02-04 18:00:00 UTC,0.58,1.01,1.23,61.67,-52.00,75.00,15.00,1.01
2020-02-04 18:15:00 UTC,0.52,1.01,1.20,13.00,-52.25,75.00,15.00,1.01
2020-02-04 18:30:00 UTC,0.48,0.90,1.22,28.00,-51.00,75.57,15.00,0.90
2020-02-04 18:45:00 UTC,55.78,169.56,271.42,43.00,-51.62,76.25,15.00,114.59
2020-02-04 19:00:00 UTC,2.67,9.03,13.87,58.00,-50.29,77.00,14.14,9.02
2020-02-04 19:15:00 UTC,0.02,0.32,0.51,73.00,-51.38,78.00,14.00,0.32
2020-02-04 19:30:00 UTC,0.02,0.04,0.13,88.00,-51.14,78.29,14.00,0.04
2020-02-04 19:45:00 UTC,0.12,0.21,0.30,101.00,-50.33,79.00,14.00,0.21
2020-02-04 20:00:00 UTC,0.58,1.01,1.32,7.00,-53.83,75.83,15.00,1.01
2020-02-04 20:15:00 UTC,0.38,1.04,1.44,15.00,-52.00,75.00,16.00,1.04,
2020-02-10 17:15:00 UTC,25.27,46.61,52.48,4.00,-60.33,77.67,48.33,39.20
2020-02-10 17:30:00 UTC,27.53,53.44,61.36,7.67,-58.17,78.83,45.50,42.46
2020-02-10 17:45:00 UTC,29.39,58.37,69.27,11.00,-61.75,80.00,41.50,44.52,
2020-02-12 15:00:00 UTC,18.62,37.26,41.58,42.00,-74.00,64.00,58.00,34.06
2020-02-12 15:15:00 UTC,19.90,37.81,43.37,51.00,-76.25,64.62,57.38,34.40
2020-02-12 15:30:00 UTC,26.60,46.12,51.45,66.00,-78.00,65.86,55.29,38.77
2020-02-12 15:45:00 UTC,45.46,71.53,78.01,81.00,-76.38,65.38,54.00,50.11
2020-02-12 16:00:00 UTC,48.30,75.82,82.68,96.00,-77.00,65.00,54.29,51.96
2020-02-12 16:15:00 UTC,27.09,51.85,59.02,111.00,-78.50,64.00,54.62,42.00
2020-02-12 16:30:00 UTC,24.87,46.69,53.41,126.00,-76.14,63.00,55.14,39.38
2020-02-12 16:45:00 UTC,27.67,53.16,60.68,141.00,-78.00,63.62,54.50,42.27
2020-02-12 17:00:00 UTC,25.14,47.56,53.90,156.00,-75.57,63.14,55.29,39.83
2020-02-12 17:15:00 UTC,26.33,50.53,57.64,171.00,-76.25,63.38,55.12,41.32
2020-02-12 17:30:00 UTC,26.45,50.00,58.04,186.00,-77.43,64.14,54.29,41.02
2020-02-12 17:45:00 UTC,26.28,49.94,57.45,201.00,-77.62,65.25,52.88,41.00
2020-02-12 18:00:00 UTC,31.24,56.65,63.61,216.00,-76.43,65.71,51.43,43.93
2020-02-12 18:15:00 UTC,26.75,51.68,59.66,231.00,-76.50,66.75,51.12,41.86
2020-02-12 18:30:00 UTC,28.09,54.54,62.29,246.00,-77.43,66.86,50.43,43.13
