created_at,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3,
2020-01-31 23:30:00 UTC,0.98,2.22,2.42,11.00,-51.00,68.50,24.00,2.22
2020-01-31 23:45:00 UTC,1.10,2.54,2.98,12.40,-49.80,69.00,24.00,2.54,
2020-02-01 00:00:00 UTC,12.60,31.52,42.84,16.00,-50.57,69.71,23.86,21.75
2020-02-01 00:15:00 UTC,28.75,73.36,99.59,31.00,-51.12,73.00,21.62,52.33
2020-02-01 00:30:00 UTC,0.15,0.75,1.23,46.00,-51.43,74.00,20.43,0.75
2020-02-01 00:45:00 UTC,0.00,0.04,0.09,61.00,-52.12,75.00,20.00,0.04
2020-02-01 01:00:00 UTC,0.00,0.04,0.31,72.00,-51.33,75.00,20.00,0.04
2020-02-01 01:15:00 UTC,,,,,,,,
2020-02-01 01:30:00 UTC,1.86,3.55,3.78,5.00,-47.25,69.50,23.00,3.55,
2020-02-03 18:00:00 UTC,0.00,0.06,0.40,3.00,-47.50,66.50,22.50,0.06
2020-02-03 18:15:00 UTC,0.03,0.04,0.14,8.00,-47.43,69.29,21.00,0.04
2020-02-03 18:30:00 UTC,54.80,141.85,192.97,12.00,-47.00,72.14,19.43,96.22
2020-02-03 18:45:00 UTC,1.34,4.28,6.35,27.00,-47.12,74.62,17.75,4.28
2020-02-03 19:00:00 UTC,0.00,0.00,0.14,42.00,-47.29,76.29,17.00,0.00
2020-02-03 19:15:00 UTC,0.00,0.13,0.32,36.00,-48.33,76.67,16.17,0.13,
2020-02-04 16:45:00 UTC,0.29,0.77,0.77,1.00,-53.00,60.00,27.00,0.77
2020-02-04 17:00:00 UTC,0.21,0.49,0.57,7.00,-52.00,64.00,25.00,0.49,
2021-03-22 18:00:00 UTC,59.10,101.31,108.79,8.00,-38.43,77.71,40.71,66.82
2021-03-22 18:15:00 UTC,56.17,96.71,104.59,22.00,-36.43,78.86,39.43,63.96
2021-03-22 18:30:00 UTC,55.82,94.85,102.27,37.00,-38.12,81.88,36.75,62.66
2021-03-22 18:45:00 UTC,53.06,90.08,98.32,52.00,-38.71,83.71,35.14,59.39
2021-03-22 19:00:00 UTC,50.09,83.77,90.60,67.00,-38.62,83.00,35.12,55.81
2021-03-22 19:15:00 UTC,48.14,79.34,84.74,82.00,-38.86,84.57,34.00,53.23
