created_at,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3,
2020-12-11 21:30:00 UTC,0.58,1.76,3.16,2.00,-41.00,70.00,15.00,1.76
2020-12-11 21:45:00 UTC,0.76,1.76,2.54,9.00,-41.33,69.83,15.00,1.76
2020-12-11 22:00:00 UTC,0.84,1.64,2.23,9.00,-38.88,70.38,15.00,1.64
2020-12-11 22:15:00 UTC,33.69,119.52,273.36,13.29,-40.71,70.86,14.71,79.99
2020-12-11 22:30:00 UTC,271.27,756.27,1422.23,13.00,-43.86,73.43,14.00,503.38
2020-12-11 22:45:00 UTC,171.06,355.04,537.98,28.00,-44.50,74.38,14.00,235.94
2020-12-11 23:00:00 UTC,131.28,255.01,355.43,43.00,-44.29,75.00,14.00,169.22
2020-12-11 23:15:00 UTC,80.59,151.58,196.47,58.00,-44.50,75.50,13.25,100.29
2020-12-11 23:30:00 UTC,27.25,51.02,60.89,73.00,-44.14,76.43,13.00,40.59
2020-12-11 23:45:00 UTC,7.15,12.88,15.01,88.00,-44.12,77.00,12.88,12.88,
2020-12-12 00:00:00 UTC,1.84,3.41,4.32,100.00,-44.50,77.00,13.00,3.41,
2020-12-23 23:30:00 UTC,0.00,0.00,0.26,4.50,-62.50,69.00,70.00,0.00
2020-12-23 23:45:00 UTC,0.00,0.00,0.24,2.50,-47.50,69.00,70.00,0.00,
2020-12-24 00:00:00 UTC,0.00,0.00,0.17,1.00,-32.00,74.00,12.00,0.00,
2020-12-29 18:30:00 UTC,0.03,0.28,0.69,5.00,-47.80,69.60,16.00,0.28
2020-12-29 18:45:00 UTC,151.90,355.40,609.59,8.00,-50.00,74.00,13.88,236.25
2020-12-29 19:00:00 UTC,146.37,304.17,457.16,23.00,-50.43,76.86,12.57,202.11
2020-12-29 19:15:00 UTC,118.67,234.11,331.23,38.00,-48.75,78.50,12.00,155.34
2020-12-29 19:30:00 UTC,58.63,111.44,147.98,53.00,-47.86,79.43,11.00,74.05
2020-12-29 19:45:00 UTC,22.74,42.89,52.07,68.00,-49.12,80.00,11.00,36.60
2020-12-29 20:00:00 UTC,7.79,14.45,16.88,83.00,-48.14,80.00,11.00,14.44
2020-12-29 20:15:00 UTC,2.52,4.98,6.40,92.00,-47.50,80.00,11.00,4.98,
2021-10-27 20:15:00 UTC,0.57,1.26,1.85,8.00,-45.75,79.75,24.25,1.26
2021-10-27 20:30:00 UTC,0.41,1.02,1.29,20.00,-43.00,80.88,26.12,1.02
2021-10-27 20:45:00 UTC,0.43,1.01,1.63,34.00,-43.50,81.17,26.33,1.01
2021-10-27 21:00:00 UTC,1.93,3.20,4.02,6.00,-74.50,93.33,12.67,3.20
2021-10-27 21:15:00 UTC,1.40,2.24,2.99,20.00,-73.75,95.00,11.00,2.24
2021-10-27 21:30:00 UTC,1.02,1.76,2.42,35.00,-75.14,95.14,10.71,1.76
2021-10-27 21:45:00 UTC,1.21,1.98,2.39,50.00,-76.50,95.62,10.38,1.98
2021-10-27 22:00:00 UTC,1.25,2.03,2.61,65.00,-74.57,95.29,10.14,2.03
